Number of charging points,Max power KW,Date of usage,Bank Card payment,Other mode of payment,Parking 2 wheels,EF type plug,Type 2 Plug,CCS Combo type socket,Chademo plug,Plug type Other,Type 3 plug,Charging Point Status,Type of implantation,Postal Code,Georaphic Coordinate
"7,00","7,00",2021-09-29,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75111,"48.83171, 2.379246"
"6,00","3,00",2021-09-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75108,"48.8304, 2.295999"
"7,00","7,00",2021-08-05,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.8917, 2.3691"
"6,00","7,00",2021-08-05,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75110,"48.8917, 2.3691"
"6,00","7,00",2021-08-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75111,"48.8792, 2.3839"
"6,00","7,00",2021-08-11,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.8407, 2.2876"
"6,00","7,00",2022-10-25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.8735, 2.2843"
"6,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75117,"48.8603, 2.274"
"5,00","7,00",2021-09-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75107,"48.8646, 2.2754"
"3,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.8863, 2.3151"
"5,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.8954, 2.35"
"6,00","7,00",,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En test,Voirie,75117,"48.865376, 2.3573678"
"7,00","7,00",2021-11-09,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75118,"48.84896, 2.328735"
"7,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75118,"48.859367, 2.3195393"
"7,00","7,00",2021-12-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75118,"48.85582, 2.3152447"
"4,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.87006, 2.312597"
"7,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.87565, 2.372715"
"6,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.880123, 2.3509617"
"6,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.849968, 2.387246"
"6,00","7,00",2021-10-12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75118,"48.833412, 2.388111"
"6,00","7,00",2021-12-08,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75120,"48.846306, 2.410751"
"5,00","7,00",,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En test,Voirie,75101,"48.837315, 2.4022446"
"4,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75102,"48.82325, 2.354296"
"6,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.82668, 2.3237355"
"6,00","7,00",2021-10-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.82306, 2.322823"
"6,00","7,00",2021-11-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75103,"48.851833, 2.2997985"
"4,00","7,00",2021-11-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.84391, 2.279693"
"6,00","7,00",2021-11-09,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75109,"48.842644, 2.313266"
"6,00","7,00",2021-11-09,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75111,"48.861294, 2.28423"
"7,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.879463, 2.2899947"
"7,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.88003, 2.2995074"
"7,00","7,00",2021-11-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.886097, 2.3936"
"6,00","7,00",2021-11-16,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.89166, 2.3775942"
"6,00","7,00",2021-11-16,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.89166, 2.3775942"
"7,00","7,00",2021-11-16,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.89166, 2.3775942"
"7,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75119,"48.899334, 2.371162"
"7,00","7,00",2021-12-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75119,"48.86959, 2.400348"
"7,00","7,00",2021-11-09,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75119,"48.84545, 2.292136"
"6,00","50,00",2022-10-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,En service,Voirie,75115,"48.846973, 2.2558389"
"6,00",,,FALSE,TRUE,,,,,,,,En test,Voirie,75116,"48.84477, 2.35242"
"6,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75116,"48.850613, 2.3453429"
"6,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75116,"48.851025, 2.326367"
"5,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75117,"48.8807, 2.321369"
"6,00","22,00",2021-10-26,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75118,"48.854664, 2.387548"
"6,00","4,00",2021-06-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75103,"48.847446, 2.38804"
"4,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75106,"48.846294, 2.374877"
"6,00","22,00",2021-03-26,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75107,"48.845264, 2.411238"
"6,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75107,"48.846214, 2.279884"
"6,00","4,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75108,"48.846214, 2.279884"
"5,00","4,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75110,"48.828453, 2.300643"
"4,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75110,"48.828453, 2.300643"
"5,00","22,00",2021-04-14,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75111,"48.841663, 2.286931"
"7,00","22,00",2021-10-01,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75112,"48.841286, 2.296744"
"4,00","4,00",2021-04-14,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.88901, 2.371768"
"6,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75112,"48.86424, 2.397724"
"4,00","7,00",2021-05-12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.86409, 2.3437343"
"6,00","7,00",2021-05-12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.869698, 2.3423247"
"6,00","7,00",2021-05-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.868008, 2.3508835"
"5,00","7,00",2021-05-12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.8516, 2.3361368"
"6,00","7,00",2022-02-04,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.85304, 2.3190124"
"5,00","7,00",2021-06-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.858295, 2.3041859"
"4,00","7,00",2021-06-30,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.84828, 2.315725"
"5,00","7,00",2021-06-30,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75117,"48.880447, 2.3283632"
"5,00","7,00",2022-10-28,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75117,"48.87592, 2.3382897"
"6,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75119,"48.841404, 2.28136"
"7,00","7,00",2021-07-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75119,"48.85881, 2.3449502"
"7,00","7,00",2021-06-25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75119,"48.880642, 2.3317475"
"7,00","3,00",2021-06-30,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75119,"48.848, 2.3469365"
"6,00","7,00",2021-06-18,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75119,"48.857258, 2.37139"
"5,00","3,00",2021-07-12,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75120,"48.83186, 2.372548"
"5,00","7,00",2021-07-13,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.82195, 2.345853"
"0,00","7,00",2022-11-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.8444, 2.407044"
"3,00","7,00",2021-07-27,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.8444, 2.407044"
"3,00","7,00",2021-07-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75106,"48.839577, 2.2986453"
"3,00","7,00",2021-07-22,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75108,"48.835426, 2.2851648"
"2,00","7,00",2021-07-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75111,"48.87133, 2.295196"
"3,00","7,00",2021-07-12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.897976, 2.323452"
"3,00","7,00",2021-07-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.86986, 2.38494"
"3,00","7,00",2021-07-22,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.850754, 2.2739246"
"3,00","7,00",2021-07-22,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.850754, 2.2739246"
"3,00","7,00",2021-07-13,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.89919, 2.330375"
"3,00","7,00",2021-07-13,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.883015, 2.325922"
"3,00","7,00",2021-07-13,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.898933, 2.3740363"
"3,00","7,00",2022-11-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.88109, 2.336666"
"3,00","7,00",2021-08-11,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.839775, 2.3476574"
"3,00","7,00",2022-04-22,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75119,"48.858967, 2.36738"
"3,00","7,00",2022-11-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75120,"48.865772, 2.308419"
"4,00","7,00",2022-11-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75101,"48.865772, 2.308419"
"4,00","7,00",2021-09-21,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75102,"48.872448, 2.3041663"
"4,00","7,00",2021-08-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75102,"48.847107, 2.332121"
"5,00","7,00",2021-08-25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75106,"48.845577, 2.3953738"
"6,00","7,00",,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En test,Voirie,75107,"48.84652, 2.3692153"
"5,00","7,00",2021-08-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75107,"48.86908, 2.371679"
"7,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75107,"48.82315, 2.3753989"
"7,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75109,"48.82315, 2.3753989"
"3,00","7,00",2021-08-25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75109,"48.84071, 2.409631"
"7,00","7,00",2021-08-25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.84071, 2.409631"
"6,00","7,00",2021-09-29,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75101,"48.82056, 2.3643334"
"6,00","7,00",2021-09-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.831856, 2.3202972"
"7,00","7,00",2021-09-29,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.83171, 2.379246"
"4,00","7,00",2021-09-29,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75111,"48.83171, 2.379246"
"7,00","7,00",,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En test,Voirie,75113,"48.83105, 2.3460584"
"6,00","7,00",2021-09-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.8432, 2.3217"
"6,00","7,00",2021-09-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.8373, 2.2787"
"6,00","7,00",2021-09-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.8479, 2.2847"
"5,00","7,00",2021-09-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.8433, 2.2595"
"4,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.8603, 2.274"
"6,00","7,00",2021-09-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.8955, 2.3283"
"6,00","7,00",2021-09-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75117,"48.8646, 2.2754"
"6,00","7,00",2021-09-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75120,"48.8655, 2.2996"
"6,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.8863, 2.3151"
"6,00","7,00",2021-09-21,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.8824, 2.3866"
"6,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75118,"48.8769, 2.3812"
"4,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75108,"48.8818, 2.3938"
"6,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75119,"48.8818, 2.3938"
"5,00","7,00",2021-09-29,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75109,"48.8519, 2.3982"
"6,00","7,00",2021-09-29,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.8657, 2.4087"
"6,00","7,00",2021-09-29,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75103,"48.8492, 2.4133"
"5,00","3,00",2021-11-09,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75108,"48.84896, 2.328735"
"5,00","7,00",2021-10-06,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75108,"48.845257, 2.3548336"
"6,00","7,00",2021-10-12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75108,"48.849903, 2.3444285"
"6,00","7,00",2021-12-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75106,"48.85582, 2.3152447"
"5,00","7,00",,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En test,Voirie,75112,"48.86972, 2.326691"
"5,00","7,00",2021-10-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.87772, 2.3409176"
"6,00","3,00",2021-10-12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75111,"48.84036, 2.378739"
"7,00","7,00",2022-06-30,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.83912, 2.337229"
"7,00","7,00",2021-10-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.83912, 2.337229"
"7,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.83126, 2.313088"
"7,00","7,00",2021-11-25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.84348, 2.2994812"
"4,00","7,00",2021-11-25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.84348, 2.2994812"
"4,00","7,00",2021-11-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.835197, 2.2914295"
"6,00","7,00",2021-11-09,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.842644, 2.313266"
"6,00","7,00",2021-11-09,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.86697, 2.2858796"
"6,00","7,00",2021-11-09,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.853813, 2.2768772"
"6,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.847847, 2.272306"
"6,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.88103, 2.2956283"
"6,00","7,00",2021-12-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.885426, 2.2849722"
"4,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.882423, 2.2922037"
"6,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.87683, 2.2928"
"5,00","7,00",2021-12-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75117,"48.884415, 2.3305461"
"6,00","7,00",2021-11-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.87274, 2.3782985"
"5,00","7,00",2021-11-16,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.882175, 2.370891"
"5,00","50,00",2022-05-17,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,En service,Voirie,75117,"48.856796, 2.3538697"
"6,00","43,00",2022-08-08,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75119,"48.856796, 2.3538697"
"6,00","50,00",2022-10-19,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,En service,Voirie,75119,"48.846973, 2.2558389"
"6,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75119,"48.86003, 2.34046"
"6,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75119,"48.856052, 2.3537521"
"6,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75120,"48.850613, 2.3453429"
"5,00","22,00",2021-12-13,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75120,"48.852127, 2.331346"
"6,00","4,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75120,"48.851025, 2.326367"
"4,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75106,"48.84793, 2.309952"
"7,00","4,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.86937, 2.303269"
"5,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75105,"48.8355, 2.34965"
"6,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75107,"48.8355, 2.34965"
"4,00","4,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75109,"48.826504, 2.343366"
"6,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75109,"48.831448, 2.320052"
"7,00","22,00",2021-04-14,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75112,"48.841663, 2.286931"
"6,00","22,00",2022-10-06,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75114,"48.876163, 2.286403"
"6,00","22,00",2022-03-07,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75114,"48.88328, 2.286938"
"7,00","4,00",2022-03-07,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.88328, 2.286938"
"5,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75115,"48.878963, 2.293606"
"5,00","4,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.89767, 2.352758"
"6,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75115,"48.88842, 2.388149"
